Fixture,Optics,Wattage,Unit,Circuit,Channel,Groups,Patch,DMX Mode,DMX Channles,Layer,Focus,Filters,Gobos,Accessories,Purpose,Note,Weight,Location,Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Focus,Pan,Focus Tilt,Invert Pan,Pan Start Limit,Pan End Limit,Invert Tilt,Tilt Start Limit,Tilt End Limit,Identifier,External Identifier
2 Dimmer 00,CP60,1000W,Dim 1,,513,,513,1,1,Csoportkábelek,,,,,,-,1.8kg,Location,-2.988m,1.022m,8.089m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,24f9b407-cd79-4ce4-ad0f-ba4e35f08651
2 Dimmer 00,CP60,1000W,Dim 2,,514,,514,1,1,Csoportkábelek,,,,,,-,1.8kg,Location,-2.005m,1.022m,8.089m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,24f9b407-cd79-4ce4-ad0f-ba4e35f08651
2 Dimmer 00,CP60,1000W,Dim 3,,515,,515,1,1,Csoportkábelek,,,,,,-,1.8kg,Location,-0.983m,1.022m,8.089m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,24f9b407-cd79-4ce4-ad0f-ba4e35f08651
2 Dimmer 00,CP60,1000W,Dim 4,,516,,516,1,1,Csoportkábelek,,,,,,-,1.8kg,Location,1.022m,1.022m,8.089m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,24f9b407-cd79-4ce4-ad0f-ba4e35f08651
2 Dimmer 00,CP60,1000W,Dim 5,,517,,517,1,1,Csoportkábelek,,,,,,-,1.8kg,Location,2.005m,1.022m,8.089m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,24f9b407-cd79-4ce4-ad0f-ba4e35f08651
2 Dimmer 00,CP60,1000W,Dim 6,,518,,518,1,1,Csoportkábelek,,,,,,-,1.8kg,Location,2.988m,1.022m,8.089m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,24f9b407-cd79-4ce4-ad0f-ba4e35f08651
2 Dimmer 00,CP60,1000W,Dim 7,,519,,519,1,1,Csoportkábelek,,,,,,-,1.8kg,Location,-2.988m,-1.061m,8.089m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,24f9b407-cd79-4ce4-ad0f-ba4e35f08651
2 Dimmer 00,CP60,1000W,Dim 8,,520,,520,1,1,Csoportkábelek,,,,,,-,1.8kg,Location,-2.005m,-1.061m,8.089m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,24f9b407-cd79-4ce4-ad0f-ba4e35f08651
2 Dimmer 00,CP60,1000W,Dim 9,,521,,521,1,1,Csoportkábelek,,,,,,-,1.8kg,Location,-0.983m,-1.061m,8.089m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,24f9b407-cd79-4ce4-ad0f-ba4e35f08651
2 Dimmer 00,CP60,1000W,Dim 10,,522,,522,1,1,Csoportkábelek,,,,,,-,1.8kg,Location,1.061m,-1.061m,8.089m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,24f9b407-cd79-4ce4-ad0f-ba4e35f08651
2 Dimmer 00,CP60,1000W,Dim 11,,523,,523,1,1,Csoportkábelek,,,,,,-,1.8kg,Location,2.044m,-1.061m,8.089m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,24f9b407-cd79-4ce4-ad0f-ba4e35f08651
2 Dimmer 00,CP60,1000W,Dim 12,,524,,524,1,1,Csoportkábelek,,,,,,-,1.8kg,Location,3.027m,-1.061m,8.089m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,24f9b407-cd79-4ce4-ad0f-ba4e35f08651
2 Dimmer 00,CP60,1000W,Dim 1,,812,,812,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 2,,813,,813,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 3,,814,,814,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 4,,815,,815,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 5,,816,,816,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 6,,817,,817,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 7,,818,,818,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 8,,819,,819,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 9,,820,,820,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 10,,821,,821,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 11,,822,,822,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 12,,823,,823,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 13,,824,,824,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 14,,825,,825,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 15,,826,,826,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 16,,827,,827,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 17,,828,,828,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 18,,829,,829,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 19,,830,,830,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 20,,831,,831,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 21,,832,,832,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 22,,833,,833,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 23,,834,,834,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 24,,835,,835,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 25,,836,,836,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 26,,837,,837,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 27,,838,,838,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 28,,839,,839,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 29,,840,,840,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 30,,841,,841,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 31,,842,,842,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 32,,843,,843,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 33,,844,,844,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 34,,845,,845,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 35,,846,,846,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 36,,847,,847,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 37,,848,,848,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 38,,849,,849,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 39,,850,,850,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 40,,851,,851,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 41,,852,,852,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 42,,853,,853,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 43,,854,,854,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 44,,855,,855,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 45,,856,,856,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 46,,857,,857,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 47,,858,,858,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 48,,859,,859,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 49,,860,,860,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 50,,861,,861,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 51,,862,,862,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 52,,863,,863,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 53,,864,,864,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 54,,865,,865,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 55,,866,,866,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 56,,867,,867,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 57,,868,,868,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 58,,869,,869,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 59,,870,,870,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 60,,871,,871,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 61,,872,,872,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 62,,873,,873,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 63,,874,,874,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 64,,875,,875,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 65,,876,,876,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 66,,877,,877,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 67,,878,,878,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 68,,879,,879,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 69,,880,,880,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 70,,881,,881,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 71,,882,,882,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 72,,883,,883,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 73,,884,,884,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 74,,885,,885,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 75,,886,,886,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 76,,887,,887,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 77,,888,,888,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 78,,889,,889,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 79,,890,,890,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 80,,891,,891,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 81,,892,,892,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 82,,893,,893,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 83,,894,,894,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 84,,895,,895,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 85,,896,,896,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 86,,897,,897,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 87,,898,,898,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 88,,899,,899,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 89,,900,,900,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 90,,901,,901,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 91,,902,,902,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 92,,903,,903,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 93,,904,,904,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 94,,905,,905,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 95,,906,,906,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 96,,907,,907,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
2 Dimmer 00,CP60,1000W,Dim 97,,908,,908,1,1,Szabad c.h.,,,,,,-,1.8kg,Location,0m,0m,0m,0°,-0°,0°,,0°,0°,No,0,0,No,0°,0°,,ed3476c2-5442-4f34-b443-b84c95a18869
